uid,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
14113,36, Private,181589.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,32.0, Columbia,0
14114,33, Private,261511.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
14115,30, Private,29522.0, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,0
14116,30, Private,36340.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,24.0, United-States,0
14117,41, Private,320984.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,65.0, United-States,1
14118,57, ?,403625.0, Some-college,10.0, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0.0,0.0,60.0, United-States,1
14119,23, Private,122346.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14120,40, Private,105794.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,14084.0,0.0,50.0, United-States,1
14121,53, Private,152883.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
14122,31, State-gov,123037.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,13.0, United-States,0
14123,41, ?,339682.0, 5th-6th,3.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, Mexico,0
14124,36, Private,182074.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
14125,30, Private,248588.0, 12th,8.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
14126,44, Private,187584.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, Canada,0
14127,36, Private,46706.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14128,42, Private,190290.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
14129,48, Self-emp-not-inc,247294.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,30.0, Peru,0
14130,22, Private,117779.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14131,38, Private,121602.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
14132,31, Private,451744.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
14133,32, Private,107793.0, HS-grad,9.0, Divorced, Other-service, Own-child, White, Male,2174.0,0.0,40.0, United-States,0
14134,35, Private,339772.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States,0
14135,21, Private,185582.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,43.0, United-States,0
14136,26, Private,260614.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
14137,19, Local-gov,53220.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
14138,43, Private,213844.0, HS-grad,9.0, Married-AF-spouse, Craft-repair, Wife, Black, Female,0.0,0.0,42.0, United-States,1
14139,33, Private,213226.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
14140,30, Private,58582.0, Bachelors,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,10.0, United-States,0
14141,52, Private,193116.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,0
14142,38, Local-gov,201410.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
14143,28, Private,190525.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,46.0, United-States,1
14144,57, Self-emp-not-inc,138285.0, Assoc-acdm,12.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Iran,0
14145,51, Private,111939.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
14146,50, Private,109277.0, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,48.0, United-States,0
14147,32, Private,331539.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, China,1
14148,32, Private,396745.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,48.0, United-States,1
14149,37, Private,126675.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
14150,69, Self-emp-not-inc,349022.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,33.0, United-States,0
14151,33, ?,98145.0, Some-college,10.0, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, United-States,0
14152,37, Private,234901.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, Germany,1
14153,36, Private,100681.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,2463.0,0.0,40.0, United-States,0
14154,47, Self-emp-not-inc,265097.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,1
14155,63, Private,237379.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
14156,21, Private,44793.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,65.0, United-States,0
14157,17, Private,270942.0, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,35.0, Mexico,0
14158,56, Private,193622.0, HS-grad,9.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
14159,90, Local-gov,187749.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,20.0, Philippines,0
14160,27, Private,160178.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
14161,38, Private,680390.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,20.0, United-States,0
14162,33, Private,96245.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
14163,26, Private,34803.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
14164,20, Private,170091.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States,0
14165,42, Private,231813.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
14166,55, Private,23789.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
14167,32, State-gov,438711.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0.0,0.0,40.0, United-States,0
14168,66, Private,169804.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,20051.0,0.0,40.0, United-States,1
14169,66, Local-gov,376506.0, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Female,3273.0,0.0,40.0, United-States,0
14170,49, Private,28791.0, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
14171,34, Private,162814.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, Black, Male,0.0,0.0,45.0, United-States,0
14172,38, Private,58108.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
14173,40, Self-emp-inc,102226.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
14174,22, Federal-gov,209131.0, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,0
14175,46, Self-emp-not-inc,157117.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
14176,29, Private,172865.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States,0
14177,19, Private,29798.0, 12th,8.0, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,20.0, United-States,0
14178,71, ?,229424.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
14179,37, Local-gov,80680.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, White, Female,1151.0,0.0,35.0, United-States,0
14180,52, Local-gov,238959.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,32.0, United-States,1
14181,27, Private,189462.0, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,46.0, United-States,0
14182,52, Private,139347.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,0.0,40.0, United-States,0
14183,31, Private,188108.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,4101.0,0.0,40.0, United-States,0
14184,37, Self-emp-inc,111128.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,1
14185,28, Private,81540.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14186,25, Private,257562.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico,0
14187,31, Private,59496.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,0
14188,29, Private,29974.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
14189,45, Private,102597.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
14190,69, Private,41419.0, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,20.0, United-States,0
14191,50, Private,118565.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,0
14192,54, State-gov,312897.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,46.0, England,1
14193,17, Private,166290.0, 9th,5.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,0
14194,34, Private,160261.0, HS-grad,9.0, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,14084.0,0.0,35.0, China,1
14195,32, Self-emp-not-inc,116834.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,5.0, ?,0
14196,23, Private,203076.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14197,66, Private,201197.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
14198,61, Private,273803.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
14199,55, Private,156797.0, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
14200,24, Private,283896.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14201,30, Private,149368.0, HS-grad,9.0, Divorced, Sales, Unmarried, White, Male,1151.0,0.0,30.0, United-States,0
14202,49, Private,156926.0, Assoc-voc,11.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States,1
14203,21, ?,163911.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,3.0, United-States,0
14204,56, Self-emp-inc,165881.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
14205,25, Private,86872.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
14206,49, Private,167523.0, Bachelors,13.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14207,58, Private,154950.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
14208,40, Federal-gov,171231.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, Puerto-Rico,0
14209,62, Private,244933.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
14210,54, Private,256908.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,25.0, United-States,1
14211,34, Self-emp-not-inc,33442.0, Assoc-voc,11.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
14212,18, Private,126142.0, 10th,6.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,30.0, United-States,0
14213,28, ?,268222.0, 11th,7.0, Never-married, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
14214,32, Private,167106.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Hong,0
14215,22, Local-gov,50065.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
14216,34, State-gov,252529.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,48.0, United-States,0
14217,53, ?,199665.0, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,30.0, United-States,1
14218,47, Private,343579.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Mexico,0
14219,19, Private,190817.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States,0
14220,41, Self-emp-inc,151089.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2415.0,55.0, United-States,1
14221,46, Private,186820.0, Some-college,10.0, Married-civ-spouse, Other-service, Wife, White, Female,5013.0,0.0,40.0, United-States,0
14222,56, Self-emp-not-inc,210731.0, 7th-8th,4.0, Divorced, Sales, Other-relative, White, Male,0.0,0.0,20.0, Mexico,0
14223,42, Private,123816.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
14224,25, Private,77071.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,2339.0,35.0, United-States,0
14225,42, Private,115085.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,0
14226,43, Private,170525.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,14344.0,0.0,40.0, United-States,1
14227,17, Private,209949.0, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,1602.0,12.0, United-States,0
14228,57, Self-emp-not-inc,34297.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
14229,40, Private,180985.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
14230,62, Local-gov,33365.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, Canada,0
14231,20, Private,197752.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,16.0, United-States,0
14232,47, Private,180551.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0
14233,40, Private,77975.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
14234,44, Private,159297.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, ?,1
14235,48, Private,94342.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,0
14236,39, Self-emp-inc,34180.0, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,1
14237,46, Local-gov,367251.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,1
14238,72, Self-emp-inc,172407.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,50.0, United-States,1
14239,53, Private,303462.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,30.0, United-States,0
14240,47, Federal-gov,220269.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,1
14241,40, Self-emp-not-inc,45093.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Canada,0
14242,34, Private,101709.0, HS-grad,9.0, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
14243,41, Private,219591.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14244,41, Private,76625.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
14245,20, Private,342599.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,35.0, United-States,0
14246,42, Self-emp-inc,125846.0, 1st-4th,2.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, ?,0
14247,54, Local-gov,238257.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
14248,39, Self-emp-inc,206253.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
14249,37, Private,172571.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14250,59, Private,95165.0, Doctorate,16.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
14251,69, Private,141181.0, 5th-6th,3.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,1797.0,0.0,40.0, United-States,0
14252,24, Private,267843.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Black, Female,0.0,0.0,35.0, United-States,0
14253,36, Private,181382.0, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103.0,0.0,40.0, United-States,1
14254,21, ?,207782.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,30.0, United-States,0
14255,68, ?,103161.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Male,0.0,0.0,32.0, United-States,0
14256,20, Private,132320.0, Some-college,10.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14257,26, Self-emp-not-inc,201138.0, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
14258,48, Private,239058.0, 12th,8.0, Widowed, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
14259,39, Self-emp-inc,239755.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,50.0, United-States,1
14260,21, Private,176262.0, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,18.0, United-States,0
14261,22, Private,264738.0, HS-grad,9.0, Never-married, Exec-managerial, Other-relative, White, Female,0.0,0.0,42.0, Germany,0
14262,34, Private,182218.0, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
14263,33, Private,318982.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
14264,46, Private,216666.0, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Guatemala,0
14265,47, Private,274200.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,1
14266,65, Private,150095.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
14267,23, Private,192978.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
14268,28, Private,68021.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
14269,34, Self-emp-not-inc,28568.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,60.0, United-States,1
14270,20, Private,115057.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14271,28, Private,139568.0, 11th,7.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
14272,52, Self-emp-inc,138497.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,0
14273,40, State-gov,182460.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0.0,0.0,38.0, China,1
14274,22, Private,253310.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,7.0, United-States,0
14275,29, Self-emp-inc,130856.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,0
14276,31, Self-emp-not-inc,389765.0, 7th-8th,4.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,0
14277,42, Federal-gov,52781.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,40.0, United-States,1
14278,38, Private,146178.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
14279,22, Private,231053.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,70.0, United-States,1
14280,21, ?,145964.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14281,43, Private,483450.0, 9th,5.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Mexico,0
14282,43, Self-emp-inc,198316.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
14283,33, Private,160614.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,0
14284,17, Self-emp-inc,325171.0, 10th,6.0, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,35.0, United-States,0
14285,54, Self-emp-not-inc,172898.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178.0,0.0,50.0, United-States,1
14286,45, Private,186473.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
14287,55, Local-gov,286967.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,0
14288,51, Self-emp-not-inc,111939.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States,1
14289,65, Federal-gov,325089.0, 10th,6.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
14290,21, Private,143582.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0.0,0.0,45.0, United-States,0
14291,40, Private,308027.0, HS-grad,9.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
14292,58, Private,105060.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,37.0, United-States,0
14293,53, Federal-gov,39643.0, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,58.0, United-States,0
14294,39, Private,186191.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1848.0,50.0, United-States,1
14295,56, Local-gov,267763.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0
14296,37, Private,124293.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,0
14297,44, Private,36271.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
14298,49, Private,143459.0, 9th,5.0, Separated, Handlers-cleaners, Own-child, White, Male,0.0,0.0,38.0, United-States,0
14299,36, Private,186376.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, United-States,1
14300,59, Self-emp-inc,52822.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
14301,33, Private,104509.0, HS-grad,9.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
14302,36, Private,184456.0, Prof-school,15.0, Never-married, Exec-managerial, Not-in-family, White, Male,27828.0,0.0,50.0, United-States,1
14303,26, Private,192302.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,25.0, United-States,0
14304,22, Private,156822.0, 10th,6.0, Never-married, Sales, Not-in-family, White, Female,0.0,1762.0,25.0, United-States,0
14305,25, Private,214413.0, Masters,14.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
14306,28, Private,108574.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,15.0, United-States,0
14307,41, Private,223934.0, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
14308,45, Private,200559.0, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,70.0, United-States,0
14309,43, Private,137722.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
14310,30, Private,261677.0, 9th,5.0, Never-married, Handlers-cleaners, Unmarried, Black, Male,0.0,0.0,40.0, United-States,0
14311,33, Private,136331.0, HS-grad,9.0, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0.0,0.0,50.0, United-States,0
14312,34, Private,329993.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
14313,21, Private,91819.0, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
14314,31, Private,201122.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,45.0, United-States,1
14315,48, Private,315423.0, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
14316,22, Private,103277.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,0
14317,47, Private,236805.0, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,60.0, United-States,0
14318,27, Private,74883.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,0
